Parcel Number,Survey Date,Condition
129-25-092,3/7/2014,0
129-25-093,3/7/2014,0
129-25-094,3/7/2014,0
129-25-095,3/7/2014,0
129-25-096,3/7/2014,0
129-25-097,3/7/2014,0
129-25-099,3/7/2014,0
129-25-100,3/7/2014,0
129-25-101,3/7/2014,0
129-25-102,3/7/2014,0
129-25-103,3/7/2014,0
129-25-104,3/7/2014,0
129-25-105,3/7/2014,0
129-25-106,3/7/2014,0
129-25-108,3/7/2014,0
129-25-109,3/7/2014,0
129-25-110,3/7/2014,0
129-25-111,3/7/2014,0
129-25-112,3/7/2014,0
129-25-114,3/7/2014,0
129-25-115,3/7/2014,0
129-25-116,3/7/2014,0
129-25-117,3/7/2014,0
129-25-119,3/7/2014,0
129-25-121,3/7/2014,0
129-25-123,3/7/2014,0
129-25-125,3/7/2014,0
129-25-127,3/7/2014,0
129-25-128,3/7/2014,0
129-25-129,3/7/2014,0
129-25-131,3/7/2014,0
129-25-133,3/7/2014,0
129-25-134,3/7/2014,0
129-25-137,3/7/2014,0
129-25-138,3/7/2014,0
129-25-142,3/7/2014,0
129-25-143,3/7/2014,0
129-25-144,3/7/2014,0
129-25-145,3/7/2014,0
129-25-146,3/7/2014,0
129-25-150,3/7/2014,0
129-25-151,3/7/2014,0
129-25-152,3/7/2014,0
129-25-153,3/7/2014,0
129-25-154,3/7/2014,0
129-25-156,3/7/2014,0
129-25-157,3/7/2014,0
129-25-159,3/7/2014,0
129-25-160,3/7/2014,0
129-25-162,3/7/2014,0
129-25-165,3/7/2014,0
129-25-166,3/7/2014,0
129-25-167,3/7/2014,0
129-25-168,3/7/2014,0
129-25-169,3/7/2014,0
129-25-170,3/7/2014,0
129-25-173,3/7/2014,0
129-25-174,3/7/2014,0
129-25-175,3/7/2014,0
129-25-177,3/7/2014,0
129-25-178,3/7/2014,0
129-25-179,3/7/2014,0
129-25-181,3/7/2014,0
129-26-002,3/7/2014,0
129-26-004,3/7/2014,0
129-26-005,3/7/2014,0
129-26-007,3/7/2014,0
129-26-009,3/7/2014,0
129-26-011,3/7/2014,0
129-26-012,3/7/2014,0
129-26-014,3/7/2014,0
129-26-016,3/7/2014,0
129-26-017,3/7/2014,0
129-26-019,3/7/2014,0
129-26-021,3/7/2014,0
129-26-025,3/7/2014,0
129-26-026,3/7/2014,0
129-26-027,3/7/2014,0
129-26-029,3/7/2014,0
129-26-031,3/7/2014,0
129-26-032,3/7/2014,0
129-26-033,3/7/2014,0
129-26-034,3/7/2014,0
129-26-035,3/7/2014,0
129-26-036,3/7/2014,0
129-26-038,3/7/2014,0
129-26-039,3/7/2014,0
129-26-040,3/7/2014,0
129-26-041,3/7/2014,0
129-26-042,3/7/2014,0
129-26-043,3/7/2014,0
129-26-044,3/7/2014,0
129-26-045,3/7/2014,0
129-26-047,3/7/2014,0
129-26-048,3/7/2014,0
129-26-050,3/7/2014,0
129-26-051,3/7/2014,0
129-26-052,3/7/2014,0
129-26-054,3/7/2014,0
129-26-055,3/7/2014,0
129-26-056,3/7/2014,0
129-26-057,3/7/2014,0
129-26-058,3/7/2014,0
129-26-059,3/7/2014,0
129-26-060,3/7/2014,0
129-26-061,3/7/2014,0
129-26-063,3/7/2014,0
129-26-064,3/7/2014,0
129-26-065,3/7/2014,0
129-26-067,3/7/2014,0
129-27-001,3/7/2014,0
129-27-002,3/7/2014,0
129-27-003,3/7/2014,0
129-27-004,3/7/2014,0
129-27-005,3/7/2014,0
129-27-006,3/7/2014,0
129-27-007,3/7/2014,0
129-27-010,3/7/2014,0
129-27-012,3/7/2014,0
129-27-013,3/7/2014,0
129-27-014,3/7/2014,0
129-27-015,3/7/2014,0
129-27-016,3/7/2014,0
129-27-017,3/7/2014,0
129-27-018,3/7/2014,0
129-27-019,3/7/2014,0
129-27-020,3/7/2014,0
129-27-021,3/7/2014,0
129-27-022,3/7/2014,0
129-27-025,3/7/2014,0
129-27-026,3/7/2014,0
129-27-027,3/7/2014,0
129-27-028,3/7/2014,0
129-27-030,3/7/2014,0
129-27-031,3/7/2014,0
129-27-032,3/7/2014,0
129-27-035,3/7/2014,0
129-27-037,3/7/2014,0
129-27-038,3/7/2014,0
129-27-039,3/7/2014,0
129-27-040,3/7/2014,0
129-27-042,3/7/2014,0
129-27-043,3/7/2014,0
129-27-044,3/7/2014,0
129-27-045,3/7/2014,0
129-27-046,3/7/2014,0
129-27-047,3/7/2014,0
129-27-048,3/7/2014,0
129-27-049,3/7/2014,0
129-27-050,3/7/2014,0
129-27-051,3/7/2014,0
129-27-052,3/7/2014,0
129-27-054,3/7/2014,0
129-27-055,3/7/2014,0
129-27-057,3/7/2014,0
129-27-058,3/7/2014,0
129-27-059,3/7/2014,0
129-27-060,3/7/2014,0
129-27-070,3/7/2014,0
129-27-071,3/7/2014,0
129-27-072,3/7/2014,0
129-27-073,3/7/2014,0
129-27-074,3/7/2014,0
129-27-077,3/7/2014,0
129-27-078,3/7/2014,0
129-27-079,3/7/2014,0
129-27-081,3/7/2014,0
129-27-082,3/7/2014,0
129-28-001,3/7/2014,0
129-28-002,3/7/2014,0
129-28-003,3/7/2014,0
129-28-004,3/7/2014,0
129-28-006,3/7/2014,0
129-28-009,3/7/2014,0
129-28-010,3/7/2014,0
129-28-013,3/7/2014,0
129-28-014,3/7/2014,0
129-28-015,3/7/2014,0
129-28-017,3/7/2014,0
129-28-019,3/7/2014,0
129-28-020,3/7/2014,0
129-28-021,3/7/2014,0
129-28-022,3/7/2014,0
129-28-023,3/7/2014,0
129-28-024,3/7/2014,0
129-28-025,3/7/2014,0
129-28-026,3/7/2014,0
129-28-027,3/7/2014,0
129-28-028,3/7/2014,0
129-28-030,3/7/2014,0
129-28-031,3/7/2014,0
129-28-034,3/7/2014,0
129-28-035,3/7/2014,0
129-28-039,3/7/2014,0
129-28-040,3/7/2014,0
129-28-041,3/7/2014,0
129-28-042,3/7/2014,0
129-28-043,3/7/2014,0
129-28-044,3/7/2014,0
129-28-045,3/7/2014,0
129-28-047,3/7/2014,0
129-28-049,3/7/2014,0
129-28-050,3/7/2014,0
129-28-051,3/7/2014,0
129-28-052,3/7/2014,0
129-28-053,3/7/2014,0
129-28-054,3/7/2014,0
129-28-055,3/7/2014,0
129-28-056,3/7/2014,0
129-28-058,3/7/2014,0
129-28-059,3/7/2014,0
129-28-061,3/7/2014,0
129-28-062,3/7/2014,0
129-29-002,3/7/2014,0
129-29-003,3/7/2014,0
129-29-004,3/7/2014,0
129-29-005,3/7/2014,0
129-29-007,3/7/2014,0
129-29-009,3/7/2014,0
129-29-010,3/7/2014,0
129-29-011,3/7/2014,0
129-29-012,3/7/2014,0
129-29-013,3/7/2014,0
129-29-014,3/7/2014,0
129-29-015,3/7/2014,0
129-29-017,3/7/2014,0
129-29-019,3/7/2014,0
129-29-020,3/7/2014,0
129-29-021,3/7/2014,0
129-29-022,3/7/2014,0
129-29-023,3/7/2014,0
129-29-029,3/7/2014,0
129-29-030,3/7/2014,0
129-29-031,3/7/2014,0
129-29-032,3/7/2014,0
129-29-034,3/7/2014,0
129-29-036,3/7/2014,0
129-29-038,3/7/2014,0
129-29-039,3/7/2014,0
129-29-040,3/7/2014,0
129-29-041,3/7/2014,0
129-29-043,3/7/2014,0
129-29-044,3/7/2014,0
129-29-046,3/7/2014,0
129-29-048,3/7/2014,0
129-29-049,3/7/2014,0
129-29-050,3/7/2014,0
129-29-052,3/7/2014,0
129-29-053,3/7/2014,0
129-29-054,3/7/2014,0
129-29-055,3/7/2014,0
129-29-056,3/7/2014,0
129-29-059,3/7/2014,0
129-29-060,3/7/2014,0
129-29-061,3/7/2014,0
129-29-062,3/7/2014,0
129-29-063,3/7/2014,0
129-29-064,3/7/2014,0
129-29-142,3/7/2014,0
129-29-143,3/7/2014,0
129-29-144,3/7/2014,0
129-29-146,3/7/2014,0
129-29-147,3/7/2014,0
129-29-148,3/7/2014,0
129-29-149,3/7/2014,0
129-29-150,3/7/2014,0
129-29-152,3/7/2014,0
129-29-154,3/7/2014,0
129-29-155,3/7/2014,0
129-29-156,3/7/2014,0
129-29-157,3/7/2014,0
129-29-158,3/7/2014,0
144-05-011,3/7/2014,0
129-28-067,3/7/2014,0
129-28-068,3/7/2014,0
129-28-069,3/7/2014,0
129-28-071,3/7/2014,0
129-28-072,3/7/2014,0
129-28-074,3/7/2014,0
129-28-079,3/7/2014,0
129-28-080,3/7/2014,0
129-28-081,3/7/2014,0
129-28-083,3/7/2014,0
129-28-088,3/7/2014,0
129-28-089,3/7/2014,0
129-28-090,3/7/2014,0
129-28-095,3/7/2014,0
129-28-096,3/7/2014,0
129-28-097,3/7/2014,0
129-28-098,3/7/2014,0
129-28-100,3/7/2014,0
129-29-087,3/7/2014,0
129-29-090,3/7/2014,0
129-29-091,3/7/2014,0
129-29-097,3/7/2014,0
129-29-098,3/7/2014,0
129-29-099,3/7/2014,0
129-29-100,3/7/2014,0
129-29-102,3/7/2014,0
129-29-104,3/7/2014,0
129-29-105,3/7/2014,0
129-29-106,3/7/2014,0
129-29-107,3/7/2014,0
129-29-108,3/7/2014,0
129-29-109,3/7/2014,0
129-29-111,3/7/2014,0
129-29-112,3/7/2014,0
129-29-113,3/7/2014,0
129-29-114,3/7/2014,0
129-29-116,3/7/2014,0
129-29-118,3/7/2014,0
129-29-120,3/7/2014,0
129-29-122,3/7/2014,0
129-29-123,3/7/2014,0
129-29-127,3/7/2014,0
129-29-128,3/7/2014,0
129-29-129,3/7/2014,0
129-29-130,3/7/2014,0
129-29-131,3/7/2014,0
129-29-132,3/7/2014,0
129-29-133,3/7/2014,0
129-29-134,3/7/2014,0
129-29-135,3/7/2014,0
129-29-136,3/7/2014,0
129-29-137,3/7/2014,0
129-29-138,3/7/2014,0
129-29-139,3/7/2014,0
130-01-001,3/7/2014,0
130-01-002,3/7/2014,0
130-01-004,3/7/2014,0
130-01-005,3/7/2014,0
130-01-006,3/7/2014,0
130-01-007,3/7/2014,0
130-01-008,3/7/2014,0
130-01-009,3/7/2014,0
130-01-014,3/7/2014,0
130-01-015,3/7/2014,0
130-01-017,3/7/2014,0
130-01-020,3/7/2014,0
130-01-022,3/7/2014,0
130-01-023,3/7/2014,0
130-01-024,3/7/2014,0
130-01-025,3/7/2014,0
130-01-027,3/7/2014,0
130-01-029,3/7/2014,0
130-01-034,3/7/2014,0
130-01-037,3/7/2014,0
130-01-040,3/7/2014,0
130-01-041,3/7/2014,0
130-01-042,3/7/2014,0
130-01-044,3/7/2014,0
130-01-045,3/7/2014,0
130-01-047,3/7/2014,0
130-01-050,3/7/2014,0
130-01-052,3/7/2014,0
130-01-053,3/7/2014,0
130-01-054,3/7/2014,0
130-01-055,3/7/2014,0
130-01-056,3/7/2014,0
130-01-057,3/7/2014,0
130-01-058,3/7/2014,0
130-01-064,3/7/2014,0
130-01-065,3/7/2014,0
130-01-066,3/7/2014,0
130-01-067,3/7/2014,0
130-01-068,3/7/2014,0
130-01-069,3/7/2014,0
130-01-070,3/7/2014,0
130-01-071,3/7/2014,0
130-01-072,3/7/2014,0
130-01-073,3/7/2014,0
130-01-074,3/7/2014,0
130-01-075,3/7/2014,0
130-01-078,3/7/2014,0
130-01-080,3/7/2014,0
130-01-081,3/7/2014,0
130-01-082,3/7/2014,0
130-01-084,3/7/2014,0
130-01-085,3/7/2014,0
130-01-089,3/7/2014,0
130-01-090,3/7/2014,0
130-01-091,3/7/2014,0
130-01-092,3/7/2014,0
130-01-093,3/7/2014,0
130-01-094,3/7/2014,0
130-01-095,3/7/2014,0
130-01-096,3/7/2014,0
130-01-097,3/7/2014,0
130-01-098,3/7/2014,0
130-01-099,3/7/2014,0
130-01-101,3/7/2014,0
130-01-102,3/7/2014,0
130-01-103,3/7/2014,0
130-01-104,3/7/2014,0
130-01-106,3/7/2014,0
130-01-107,3/7/2014,0
130-01-108,3/7/2014,0
130-01-109,3/7/2014,0
130-01-110,3/7/2014,0
130-01-112,3/7/2014,0
130-01-116,3/7/2014,0
130-01-118,3/7/2014,0
130-01-119,3/7/2014,0
130-01-120,3/7/2014,0
130-01-121,3/7/2014,0
130-01-122,3/7/2014,0
130-01-123,3/7/2014,0
130-01-124,3/7/2014,0
130-01-125,3/7/2014,0
130-01-126,3/7/2014,0
130-01-127,3/7/2014,0
130-01-128,3/7/2014,0
130-01-129,3/7/2014,0
130-01-130,3/7/2014,0
130-01-131,3/7/2014,0
130-01-132,3/7/2014,0
130-01-134,3/7/2014,0
130-01-135,3/7/2014,0
130-01-136,3/7/2014,0
130-01-137,3/7/2014,0
130-01-138,3/7/2014,0
130-01-139,3/7/2014,0
130-01-140,3/7/2014,0
130-01-141,3/7/2014,0
130-01-142,3/7/2014,0
130-01-144,3/7/2014,0
130-01-145,3/7/2014,0
130-01-147,3/7/2014,0
130-01-148,3/7/2014,0
130-01-149,3/7/2014,0
130-01-150,3/7/2014,0
130-01-151,3/7/2014,0
130-01-157,3/7/2014,0
130-01-160,3/7/2014,0
130-01-162,3/7/2014,0
130-01-163,3/7/2014,0
130-01-164,3/7/2014,0
130-01-166,3/7/2014,0
130-01-167,3/7/2014,0
130-01-168,3/7/2014,0
130-01-170,3/7/2014,0
130-01-171,3/7/2014,0
130-01-174,3/7/2014,0
130-01-180,3/7/2014,0
130-01-181,3/7/2014,0
130-01-182,3/7/2014,0
130-01-183,3/7/2014,0
130-01-184,3/7/2014,0
130-01-185,3/7/2014,0
130-01-186,3/7/2014,0
130-01-187,3/7/2014,0
130-01-188,3/7/2014,0
130-01-190,3/7/2014,0
130-02-001,3/7/2014,0
130-02-002,3/7/2014,0
130-02-003,3/7/2014,0
130-02-004,3/7/2014,0
130-02-007,3/7/2014,0
130-02-008,3/7/2014,0
130-02-025,3/7/2014,0
130-02-030,3/7/2014,0
130-02-031,3/7/2014,0
130-02-032,3/7/2014,0
130-02-033,3/7/2014,0
130-02-034,3/7/2014,0
130-02-035,3/7/2014,0
130-02-037,3/7/2014,0
130-02-038,3/7/2014,0
130-02-039,3/7/2014,0
130-02-040,3/7/2014,0
130-02-042,3/7/2014,0
130-02-043,3/7/2014,0
130-02-044,3/7/2014,0
130-02-045,3/7/2014,0
130-02-046,3/7/2014,0
130-02-048,3/7/2014,0
130-02-049,3/7/2014,0
130-02-051,3/7/2014,0
130-02-052,3/7/2014,0
130-02-053,3/7/2014,0
130-02-056,3/7/2014,0
130-02-058,3/7/2014,0
130-02-059,3/7/2014,0
130-02-060,3/7/2014,0
130-02-061,3/7/2014,0
130-02-062,3/7/2014,0
130-02-063,3/7/2014,0
130-02-064,3/7/2014,0
130-02-065,3/7/2014,0
130-02-067,3/7/2014,0
130-02-069,3/7/2014,0
130-02-070,3/7/2014,0
130-02-072,3/7/2014,0
130-02-075,3/7/2014,0
130-02-076,3/7/2014,0
130-03-004,3/7/2014,0
130-03-009,3/7/2014,0
130-03-011,3/7/2014,0
130-03-012,3/7/2014,0
130-03-071,3/7/2014,0
130-03-072,3/7/2014,0
130-03-073,3/7/2014,0
130-03-074,3/7/2014,0
130-03-075,3/7/2014,0
130-03-076,3/7/2014,0
130-03-077,3/7/2014,0
130-03-078,3/7/2014,0
130-03-079,3/7/2014,0
130-03-081,3/7/2014,0
130-03-082,3/7/2014,0
130-03-084,3/7/2014,0
130-03-085,3/7/2014,0
130-03-086,3/7/2014,0
130-03-087,3/7/2014,0
130-03-088,3/7/2014,0
130-03-090,3/7/2014,0
130-03-091,3/7/2014,0
130-03-092,3/7/2014,0
130-03-094,3/7/2014,0
130-03-095,3/7/2014,0
130-03-096,3/7/2014,0
130-03-097,3/7/2014,0
130-03-099,3/7/2014,0
130-03-100,3/7/2014,0
130-03-102,3/7/2014,0
130-03-103,3/7/2014,0
130-03-104,3/7/2014,0
130-03-108,3/7/2014,0
130-03-111,3/7/2014,0
130-03-112,3/7/2014,0
130-03-113,3/7/2014,0
130-03-114,3/7/2014,0
130-03-116,3/7/2014,0
130-03-117,3/7/2014,0
130-03-119,3/7/2014,0
130-03-120,3/7/2014,0
130-03-122,3/7/2014,0
130-03-123,3/7/2014,0
130-03-125,3/7/2014,0
130-03-126,3/7/2014,0
130-03-127,3/7/2014,0
130-03-128,3/7/2014,0
130-03-129,3/7/2014,0
130-03-130,3/7/2014,0
130-03-133,3/7/2014,0
130-03-134,3/7/2014,0
130-03-136,3/7/2014,0
130-03-138,3/7/2014,0
130-03-139,3/7/2014,0
130-03-140,3/7/2014,0
130-03-141,3/7/2014,0
130-03-143,3/7/2014,0
130-03-144,3/7/2014,0
130-03-146,3/7/2014,0
130-03-147,3/7/2014,0
130-03-148,3/7/2014,0
130-03-149,3/7/2014,0
130-03-150,3/7/2014,0
130-03-151,3/7/2014,0
130-03-152,3/7/2014,0
130-03-154,3/7/2014,0
130-04-002,3/7/2014,0
130-04-003,3/7/2014,0
130-04-004,3/7/2014,0
130-04-006,3/7/2014,0
130-04-007,3/7/2014,0
130-04-008,3/7/2014,0
130-04-009,3/7/2014,0
130-04-010,3/7/2014,0
130-04-012,3/7/2014,0
130-04-014,3/7/2014,0
130-04-015,3/7/2014,0
130-04-016,3/7/2014,0
130-04-017,3/7/2014,0
130-04-099,3/7/2014,0
130-04-100,3/7/2014,0
130-04-101,3/7/2014,0
130-04-103,3/7/2014,0
130-04-106,3/7/2014,0
130-04-107,3/7/2014,0
130-04-109,3/7/2014,0
130-04-111,3/7/2014,0
130-04-112,3/7/2014,0
130-04-113,3/7/2014,0
130-04-114,3/7/2014,0
130-04-116,3/7/2014,0
130-04-117,3/7/2014,0
130-04-118,3/7/2014,0
130-04-119,3/7/2014,0
130-04-120,3/7/2014,0
130-04-121,3/7/2014,0
130-04-122,3/7/2014,0
130-04-123,3/7/2014,0
130-04-125,3/7/2014,0
130-04-126,3/7/2014,0
130-04-127,3/7/2014,0
130-04-128,3/7/2014,0
130-04-130,3/7/2014,0
130-04-132,3/7/2014,0
130-04-134,3/7/2014,0
130-04-135,3/7/2014,0
128-28-027,3/7/2014,0
128-28-039,3/7/2014,0
128-28-040,3/7/2014,0
128-28-041,3/7/2014,0
128-28-042,3/7/2014,0
128-28-045,3/7/2014,0
128-28-046,3/7/2014,0
128-29-043,3/7/2014,0
129-18-010,3/7/2014,0
129-22-036,3/7/2014,0
129-22-041,3/7/2014,0
129-27-034,3/7/2014,0
129-28-057,3/7/2014,0
128-28-047,3/7/2014,0
128-28-048,3/7/2014,0
128-28-049,3/7/2014,0
129-18-084,3/7/2014,0
129-24-108,3/7/2014,0
129-26-008,3/7/2014,0
129-18-079,3/7/2014,0
129-18-081,3/7/2014,0
129-18-082,3/7/2014,0
129-18-085,3/7/2014,0
129-19-013,3/7/2014,0
129-22-005,3/7/2014,0
129-22-015,3/7/2014,0
129-22-024,3/7/2014,0
129-22-029,3/7/2014,0
129-23-024,3/7/2014,0
129-28-032,3/7/2014,0
129-28-033,3/7/2014,0
128-28-019,3/7/2014,0
128-28-020,3/7/2014,0
128-28-021,3/7/2014,0
128-28-038,3/7/2014,0
128-28-043,3/7/2014,0
128-28-044,3/7/2014,0
128-28-104,3/7/2014,0
129-24-098,3/7/2014,0
129-28-087,3/7/2014,0
129-18-083,3/7/2014,0
129-19-012,3/7/2014,0
129-19-016,3/7/2014,0
129-19-018,3/7/2014,0
129-19-019,3/7/2014,0
129-19-084,3/7/2014,0
129-19-104,3/7/2014,0
129-19-105,3/7/2014,0
129-19-106,3/7/2014,0
129-19-111,3/7/2014,0
129-19-116,3/7/2014,0
129-19-118,3/7/2014,0
129-19-122,3/7/2014,0
129-19-124,3/7/2014,0
129-19-126,3/7/2014,0
129-20-014,3/7/2014,0
129-20-031,3/7/2014,0
129-20-033,3/7/2014,0
129-20-037,3/7/2014,0
129-20-040,3/7/2014,0
129-20-069,3/7/2014,0
129-20-071,3/7/2014,0
129-21-008,3/7/2014,0
129-21-023,3/7/2014,0
129-21-071,3/7/2014,0
129-21-078,3/7/2014,0
129-21-083,3/7/2014,0
129-21-084,3/7/2014,0
129-22-004,3/7/2014,0
129-22-006,3/7/2014,0
129-22-007,3/7/2014,0
129-22-012,3/7/2014,0
129-22-057,3/7/2014,0
129-22-070,3/7/2014,0
129-22-072,3/7/2014,0
129-22-073,3/7/2014,0
129-22-076,3/7/2014,0
129-22-088,3/7/2014,0
129-23-030,3/7/2014,0
129-23-033,3/7/2014,0
129-23-034,3/7/2014,0
129-23-035,3/7/2014,0
129-23-046,3/7/2014,0
129-23-047,3/7/2014,0
129-23-067,3/7/2014,0
129-23-086,3/7/2014,0
129-23-112,3/7/2014,0
129-23-128,3/7/2014,0
129-23-131,3/7/2014,0
129-23-178,3/7/2014,0
129-24-012,3/7/2014,0
129-24-034,3/7/2014,0
129-24-038,3/7/2014,0
129-24-042,3/7/2014,0
129-24-045,3/7/2014,0
129-24-058,3/7/2014,0
129-24-073,3/7/2014,0
129-24-076,3/7/2014,0
129-24-080,3/7/2014,0
129-24-081,3/7/2014,0
129-24-086,3/7/2014,0
129-24-087,3/7/2014,0
129-24-088,3/7/2014,0
129-24-099,3/7/2014,0
129-24-100,3/7/2014,0
129-24-101,3/7/2014,0
129-24-102,3/7/2014,0
129-24-104,3/7/2014,0
129-24-121,3/7/2014,0
129-24-129,3/7/2014,0
129-24-130,3/7/2014,0
129-24-139,3/7/2014,0
129-25-008,3/7/2014,0
129-25-031,3/7/2014,0
129-25-038,3/7/2014,0
129-25-045,3/7/2014,0
129-25-055,3/7/2014,0
129-25-060,3/7/2014,0
129-25-087,3/7/2014,0
129-25-098,3/7/2014,0
129-25-107,3/7/2014,0
129-25-113,3/7/2014,0
129-25-120,3/7/2014,0
129-25-130,3/7/2014,0
129-25-141,3/7/2014,0
129-25-148,3/7/2014,0
129-25-155,3/7/2014,0
129-25-158,3/7/2014,0
129-25-164,3/7/2014,0
129-25-172,3/7/2014,0
129-26-003,3/7/2014,0
129-26-006,3/7/2014,0
129-26-013,3/7/2014,0
129-26-028,3/7/2014,0
129-26-037,3/7/2014,0
129-26-053,3/7/2014,0
129-26-066,3/7/2014,0
129-27-008,3/7/2014,0
129-27-024,3/7/2014,0
129-27-033,3/7/2014,0
129-27-036,3/7/2014,0
129-27-041,3/7/2014,0
129-27-063,3/7/2014,0
129-27-067,3/7/2014,0
129-27-068,3/7/2014,0
129-27-069,3/7/2014,0
129-27-075,3/7/2014,0
129-27-076,3/7/2014,0
129-27-080,3/7/2014,0
129-28-005,3/7/2014,0
129-28-007,3/7/2014,0
129-28-016,3/7/2014,0
129-28-029,3/7/2014,0
129-28-036,3/7/2014,0
129-28-037,3/7/2014,0
129-28-038,3/7/2014,0
129-28-063,3/7/2014,0
129-28-064,3/7/2014,0
129-28-065,3/7/2014,0
129-29-001,3/7/2014,0
129-29-024,3/7/2014,0
129-29-025,3/7/2014,0
129-29-027,3/7/2014,0
129-29-037,3/7/2014,0
129-29-045,3/7/2014,0
129-29-047,3/7/2014,0
129-29-145,3/7/2014,0
129-29-151,3/7/2014,0
129-28-070,3/7/2014,0
129-28-075,3/7/2014,0
129-28-076,3/7/2014,0
129-28-077,3/7/2014,0
129-28-078,3/7/2014,0
129-28-082,3/7/2014,0
129-28-084,3/7/2014,0
129-28-086,3/7/2014,0
129-28-092,3/7/2014,0
129-28-093,3/7/2014,0
129-28-094,3/7/2014,0
129-28-105,3/7/2014,0
129-29-083,3/7/2014,0
129-29-084,3/7/2014,0
129-29-086,3/7/2014,0
129-29-088,3/7/2014,0
129-29-089,3/7/2014,0
129-29-096,3/7/2014,0
129-29-101,3/7/2014,0
129-29-103,3/7/2014,0
129-29-110,3/7/2014,0
129-29-115,3/7/2014,0
129-29-119,3/7/2014,0
129-29-140,3/7/2014,0
129-29-141,3/7/2014,0
130-01-003,3/7/2014,0
130-01-012,3/7/2014,0
130-01-013,3/7/2014,0
130-01-018,3/7/2014,0
130-01-019,3/7/2014,0
130-01-030,3/7/2014,0
130-01-033,3/7/2014,0
130-01-038,3/7/2014,0
130-01-046,3/7/2014,0
130-01-048,3/7/2014,0
130-01-049,3/7/2014,0
130-01-060,3/7/2014,0
130-01-061,3/7/2014,0
130-01-062,3/7/2014,0
130-01-063,3/7/2014,0
130-01-076,3/7/2014,0
130-01-083,3/7/2014,0
130-01-133,3/7/2014,0
130-01-143,3/7/2014,0
130-01-153,3/7/2014,0
130-01-161,3/7/2014,0
130-01-169,3/7/2014,0
130-01-179,3/7/2014,0
130-02-027,3/7/2014,0
130-02-029,3/7/2014,0
130-02-036,3/7/2014,0
130-02-041,3/7/2014,0
130-02-054,3/7/2014,0
130-02-057,3/7/2014,0
130-02-073,3/7/2014,0
130-02-074,3/7/2014,0
130-02-077,3/7/2014,0
130-03-001,3/7/2014,0
130-03-003,3/7/2014,0
130-03-006,3/7/2014,0
130-03-007,3/7/2014,0
130-03-008,3/7/2014,0
130-03-014,3/7/2014,0
130-03-069,3/7/2014,0
130-03-070,3/7/2014,0
130-03-083,3/7/2014,0
130-03-098,3/7/2014,0
130-03-105,3/7/2014,0
130-03-106,3/7/2014,0
130-03-115,3/7/2014,0
130-03-121,3/7/2014,0
130-03-142,3/7/2014,0
130-04-110,3/7/2014,0
130-04-136,3/7/2014,0
130-05-056,3/7/2014,0
130-05-078,3/7/2014,0
129-19-099,3/7/2014,1
129-20-070,3/7/2014,1
129-21-075,3/7/2014,1
129-22-001,3/7/2014,1
129-22-008,3/7/2014,1
129-22-047,3/7/2014,1
129-22-071,3/7/2014,1
129-23-057,3/7/2014,1
129-23-100,3/7/2014,1
129-23-102,3/7/2014,1
129-23-104,3/7/2014,1
129-23-111,3/7/2014,1
129-23-116,3/7/2014,1
129-23-124,3/7/2014,1
129-23-175,3/7/2014,1
129-23-176,3/7/2014,1
129-24-059,3/7/2014,1
129-24-128,3/7/2014,1
129-24-138,3/7/2014,1
129-25-122,3/7/2014,1
129-26-018,3/7/2014,1
129-26-068,3/7/2014,1
129-27-053,3/7/2014,1
129-29-033,3/7/2014,1
129-29-051,3/7/2014,1
129-28-099,3/7/2014,1
129-29-081,3/7/2014,1
129-29-082,3/7/2014,1
129-29-085,3/7/2014,1
130-01-011,3/7/2014,1
130-01-016,3/7/2014,1
130-01-028,3/7/2014,1
130-01-032,3/7/2014,1
130-01-036,3/7/2014,1
130-01-105,3/7/2014,1
130-01-146,3/7/2014,1
130-02-005,3/7/2014,1
130-02-026,3/7/2014,1
130-02-028,3/7/2014,1
130-02-047,3/7/2014,1
130-02-066,3/7/2014,1
130-02-068,3/7/2014,1
130-02-071,3/7/2014,1
130-03-005,3/7/2014,1
130-03-101,3/7/2014,1
130-03-132,3/7/2014,1
130-04-105,3/7/2014,1
130-04-133,3/7/2014,1
129-19-015,3/7/2014,0
129-19-022,3/7/2014,0
129-19-028,3/7/2014,0
129-19-100,3/7/2014,0
129-19-119,3/7/2014,0
129-19-127,3/7/2014,0
129-20-028,3/7/2014,0
129-20-034,3/7/2014,0
129-20-036,3/7/2014,0
129-20-074,3/7/2014,0
129-21-018,3/7/2014,0
129-21-056,3/7/2014,0
129-21-062,3/7/2014,0
129-21-079,3/7/2014,0
129-21-080,3/7/2014,0
129-21-082,3/7/2014,0
129-22-030,3/7/2014,0
129-22-032,3/7/2014,0
129-22-033,3/7/2014,0
129-22-044,3/7/2014,0
129-22-048,3/7/2014,0
129-22-051,3/7/2014,0
129-22-064,3/7/2014,0
129-22-084,3/7/2014,0
129-22-085,3/7/2014,0
129-23-038,3/7/2014,0
129-23-053,3/7/2014,0
129-23-085,3/7/2014,0
129-23-107,3/7/2014,0
129-23-123,3/7/2014,0
129-23-125,3/7/2014,0
129-23-180,3/7/2014,0
129-23-182,3/7/2014,0
129-23-189,3/7/2014,0
129-24-009,3/7/2014,0
129-24-017,3/7/2014,0
129-24-021,3/7/2014,0
129-24-023,3/7/2014,0
129-24-040,3/7/2014,0
