Parcel Number,Survey Date,Condition
129-23-008,3/6/2014,0
129-23-009,3/6/2014,0
129-23-010,3/6/2014,0
129-23-012,3/6/2014,0
129-23-013,3/6/2014,0
129-23-014,3/6/2014,0
129-23-016,3/6/2014,0
129-23-018,3/6/2014,0
129-23-019,3/6/2014,0
129-23-137,3/6/2014,0
129-23-140,3/6/2014,0
129-23-141,3/6/2014,0
129-23-142,3/6/2014,0
129-23-143,3/6/2014,0
129-23-144,3/6/2014,0
129-23-145,3/6/2014,0
129-23-150,3/6/2014,0
129-23-152,3/6/2014,0
129-23-153,3/6/2014,0
129-23-156,3/6/2014,0
129-23-158,3/6/2014,0
129-23-159,3/6/2014,0
129-23-160,3/6/2014,0
129-23-162,3/6/2014,0
129-23-163,3/6/2014,0
129-23-164,3/6/2014,0
129-23-171,3/6/2014,0
129-23-172,3/6/2014,0
129-23-173,3/6/2014,0
129-23-174,3/6/2014,0
126-36-045,3/6/2014,0
128-06-061,3/6/2014,0
128-06-070,3/6/2014,0
128-06-072,3/6/2014,0
128-10-013,3/6/2014,0
128-10-023,3/6/2014,0
128-10-025,3/6/2014,0
128-10-028,3/6/2014,0
128-10-030,3/6/2014,0
128-10-031,3/6/2014,0
128-10-034,3/6/2014,0
128-10-035,3/6/2014,0
128-10-036,3/6/2014,0
128-10-037,3/6/2014,0
128-10-038,3/6/2014,0
128-10-039,3/6/2014,0
128-10-041,3/6/2014,0
128-10-054,3/6/2014,0
128-11-002,3/6/2014,0
128-11-004,3/6/2014,0
128-11-006,3/6/2014,0
128-11-008,3/6/2014,0
128-11-009,3/6/2014,0
128-11-011,3/6/2014,0
128-11-016,3/6/2014,0
128-11-018,3/6/2014,0
128-11-019,3/6/2014,0
128-11-020,3/6/2014,0
128-11-021,3/6/2014,0
128-11-022,3/6/2014,0
128-11-024,3/6/2014,0
128-11-025,3/6/2014,0
128-11-026,3/6/2014,0
128-11-027,3/6/2014,0
128-11-028,3/6/2014,0
128-11-029,3/6/2014,0
128-11-030,3/6/2014,0
128-11-035,3/6/2014,0
128-11-038,3/6/2014,0
128-11-039,3/6/2014,0
128-11-041,3/6/2014,0
128-11-042,3/6/2014,0
128-11-043,3/6/2014,0
128-11-044,3/6/2014,0
128-11-046,3/6/2014,0
128-11-049,3/6/2014,0
128-11-050,3/6/2014,0
128-11-056,3/6/2014,0
128-11-057,3/6/2014,0
128-11-058,3/6/2014,0
128-11-060,3/6/2014,0
128-11-061,3/6/2014,0
128-11-062,3/6/2014,0
128-11-066,3/6/2014,0
128-11-067,3/6/2014,0
128-11-068,3/6/2014,0
128-11-070,3/6/2014,0
128-11-071,3/6/2014,0
128-11-072,3/6/2014,0
128-11-073,3/6/2014,0
128-11-074,3/6/2014,0
128-12-011,3/6/2014,0
128-12-024,3/6/2014,0
128-12-025,3/6/2014,0
128-12-026,3/6/2014,0
128-12-027,3/6/2014,0
128-12-028,3/6/2014,0
128-12-029,3/6/2014,0
128-12-030,3/6/2014,0
128-12-031,3/6/2014,0
128-12-032,3/6/2014,0
128-12-034,3/6/2014,0
128-12-035,3/6/2014,0
128-12-036,3/6/2014,0
128-12-037,3/6/2014,0
128-12-038,3/6/2014,0
128-12-039,3/6/2014,0
128-12-040,3/6/2014,0
128-12-044,3/6/2014,0
128-12-046,3/6/2014,0
128-12-047,3/6/2014,0
128-12-049,3/6/2014,0
128-12-051,3/6/2014,0
128-12-052,3/6/2014,0
128-12-054,3/6/2014,0
128-12-056,3/6/2014,0
128-12-057,3/6/2014,0
128-12-058,3/6/2014,0
128-12-060,3/6/2014,0
128-12-061,3/6/2014,0
128-12-064,3/6/2014,0
128-12-065,3/6/2014,0
128-12-067,3/6/2014,0
128-12-069,3/6/2014,0
128-12-070,3/6/2014,0
128-12-071,3/6/2014,0
128-12-072,3/6/2014,0
128-12-074,3/6/2014,0
128-12-075,3/6/2014,0
128-12-076,3/6/2014,0
128-12-077,3/6/2014,0
128-12-080,3/6/2014,0
128-12-087,3/6/2014,0
128-12-093,3/6/2014,0
128-12-094,3/6/2014,0
128-12-096,3/6/2014,0
128-12-097,3/6/2014,0
128-12-098,3/6/2014,0
128-12-099,3/6/2014,0
128-12-100,3/6/2014,0
128-12-101,3/6/2014,0
128-12-108,3/6/2014,0
128-12-110,3/6/2014,0
128-12-111,3/6/2014,0
128-12-115,3/6/2014,0
128-12-120,3/6/2014,0
128-12-121,3/6/2014,0
128-12-123,3/6/2014,0
128-13-001,3/6/2014,0
128-13-004,3/6/2014,0
128-13-007,3/6/2014,0
128-13-008,3/6/2014,0
128-13-016,3/6/2014,0
128-13-018,3/6/2014,0
128-13-020,3/6/2014,0
128-13-021,3/6/2014,0
128-13-022,3/6/2014,0
128-13-024,3/6/2014,0
128-13-025,3/6/2014,0
128-13-027,3/6/2014,0
128-13-028,3/6/2014,0
128-13-029,3/6/2014,0
128-13-030,3/6/2014,0
128-13-031,3/6/2014,0
128-13-032,3/6/2014,0
128-13-033,3/6/2014,0
128-13-034,3/6/2014,0
128-13-035,3/6/2014,0
128-13-039,3/6/2014,0
128-13-041,3/6/2014,0
128-13-042,3/6/2014,0
128-13-044,3/6/2014,0
128-13-048,3/6/2014,0
128-13-049,3/6/2014,0
128-13-050,3/6/2014,0
128-13-052,3/6/2014,0
128-13-053,3/6/2014,0
128-13-056,3/6/2014,0
128-13-058,3/6/2014,0
128-13-059,3/6/2014,0
128-13-060,3/6/2014,0
128-13-061,3/6/2014,0
128-13-065,3/6/2014,0
128-13-066,3/6/2014,0
128-13-067,3/6/2014,0
128-13-070,3/6/2014,0
128-13-071,3/6/2014,0
128-13-073,3/6/2014,0
128-13-075,3/6/2014,0
128-13-076,3/6/2014,0
128-13-077,3/6/2014,0
128-13-078,3/6/2014,0
128-13-081,3/6/2014,0
128-13-082,3/6/2014,0
128-13-083,3/6/2014,0
128-13-084,3/6/2014,0
128-13-086,3/6/2014,0
128-13-088,3/6/2014,0
128-13-090,3/6/2014,0
128-13-091,3/6/2014,0
128-13-092,3/6/2014,0
128-13-094,3/6/2014,0
128-13-096,3/6/2014,0
128-13-097,3/6/2014,0
128-13-099,3/6/2014,0
128-13-100,3/6/2014,0
128-13-101,3/6/2014,0
128-13-108,3/6/2014,0
128-13-109,3/6/2014,0
128-13-110,3/6/2014,0
128-13-111,3/6/2014,0
128-13-112,3/6/2014,0
128-13-113,3/6/2014,0
128-13-114,3/6/2014,0
128-13-115,3/6/2014,0
128-13-117,3/6/2014,0
128-13-118,3/6/2014,0
128-13-119,3/6/2014,0
128-13-122,3/6/2014,0
128-13-124,3/6/2014,0
128-13-125,3/6/2014,0
128-13-126,3/6/2014,0
128-13-128,3/6/2014,0
128-13-130,3/6/2014,0
128-13-132,3/6/2014,0
128-13-133,3/6/2014,0
128-13-140,3/6/2014,0
128-13-141,3/6/2014,0
128-13-142,3/6/2014,0
128-13-143,3/6/2014,0
128-13-145,3/6/2014,0
128-13-146,3/6/2014,0
128-13-151,3/6/2014,0
128-13-152,3/6/2014,0
128-13-153,3/6/2014,0
128-13-154,3/6/2014,0
128-13-155,3/6/2014,0
128-13-156,3/6/2014,0
128-13-158,3/6/2014,0
128-13-159,3/6/2014,0
128-13-160,3/6/2014,0
128-13-165,3/6/2014,0
128-13-166,3/6/2014,0
128-13-168,3/6/2014,0
128-13-169,3/6/2014,0
128-14-002,3/6/2014,0
128-14-005,3/6/2014,0
128-14-006,3/6/2014,0
128-14-007,3/6/2014,0
128-14-010,3/6/2014,0
128-14-014,3/6/2014,0
128-14-015,3/6/2014,0
128-14-016,3/6/2014,0
128-14-017,3/6/2014,0
128-14-020,3/6/2014,0
128-14-021,3/6/2014,0
128-14-024,3/6/2014,0
128-14-025,3/6/2014,0
128-14-026,3/6/2014,0
128-14-032,3/6/2014,0
128-14-038,3/6/2014,0
128-14-039,3/6/2014,0
128-14-040,3/6/2014,0
128-14-042,3/6/2014,0
128-14-043,3/6/2014,0
128-14-046,3/6/2014,0
128-14-047,3/6/2014,0
128-14-048,3/6/2014,0
128-14-050,3/6/2014,0
128-14-052,3/6/2014,0
128-14-053,3/6/2014,0
128-14-054,3/6/2014,0
128-14-055,3/6/2014,0
128-14-056,3/6/2014,0
128-14-057,3/6/2014,0
128-14-059,3/6/2014,0
128-14-061,3/6/2014,0
128-14-063,3/6/2014,0
128-14-067,3/6/2014,0
128-14-070,3/6/2014,0
128-14-071,3/6/2014,0
128-14-072,3/6/2014,0
128-14-073,3/6/2014,0
128-14-074,3/6/2014,0
128-14-076,3/6/2014,0
128-14-077,3/6/2014,0
128-14-078,3/6/2014,0
128-14-079,3/6/2014,0
128-14-080,3/6/2014,0
128-14-081,3/6/2014,0
128-14-084,3/6/2014,0
128-14-085,3/6/2014,0
128-14-086,3/6/2014,0
128-14-092,3/6/2014,0
128-14-093,3/6/2014,0
128-14-096,3/6/2014,0
128-14-097,3/6/2014,0
128-15-005,3/6/2014,0
128-15-008,3/6/2014,0
128-15-009,3/6/2014,0
128-15-011,3/6/2014,0
128-15-012,3/6/2014,0
128-15-013,3/6/2014,0
128-15-017,3/6/2014,0
128-15-018,3/6/2014,0
128-15-019,3/6/2014,0
128-15-023,3/6/2014,0
128-15-024,3/6/2014,0
128-15-025,3/6/2014,0
128-15-026,3/6/2014,0
128-15-027,3/6/2014,0
128-15-028,3/6/2014,0
128-15-029,3/6/2014,0
128-15-030,3/6/2014,0
128-15-033,3/6/2014,0
128-15-034,3/6/2014,0
128-15-035,3/6/2014,0
128-15-036,3/6/2014,0
128-15-038,3/6/2014,0
128-19-001,3/6/2014,0
128-19-002,3/6/2014,0
128-19-003,3/6/2014,0
128-19-006,3/6/2014,0
128-19-007,3/6/2014,0
128-19-008,3/6/2014,0
128-19-009,3/6/2014,0
128-19-010,3/6/2014,0
128-19-011,3/6/2014,0
128-19-012,3/6/2014,0
128-19-013,3/6/2014,0
128-19-017,3/6/2014,0
128-19-019,3/6/2014,0
128-19-021,3/6/2014,0
128-19-096,3/6/2014,0
128-19-097,3/6/2014,0
128-19-098,3/6/2014,0
128-19-099,3/6/2014,0
128-19-100,3/6/2014,0
128-19-101,3/6/2014,0
128-24-002,3/6/2014,0
128-24-003,3/6/2014,0
128-24-004,3/6/2014,0
128-24-006,3/6/2014,0
128-24-008,3/6/2014,0
128-24-009,3/6/2014,0
128-24-010,3/6/2014,0
128-24-011,3/6/2014,0
128-24-012,3/6/2014,0
128-24-013,3/6/2014,0
128-24-014,3/6/2014,0
128-24-016,3/6/2014,0
128-24-018,3/6/2014,0
128-24-020,3/6/2014,0
128-24-021,3/6/2014,0
128-24-022,3/6/2014,0
128-24-023,3/6/2014,0
128-24-024,3/6/2014,0
128-24-025,3/6/2014,0
128-24-026,3/6/2014,0
128-24-027,3/6/2014,0
128-24-028,3/6/2014,0
128-24-030,3/6/2014,0
128-24-031,3/6/2014,0
128-24-032,3/6/2014,0
128-24-033,3/6/2014,0
128-24-034,3/6/2014,0
128-24-035,3/6/2014,0
128-24-037,3/6/2014,0
128-24-038,3/6/2014,0
128-24-039,3/6/2014,0
128-24-040,3/6/2014,0
128-24-042,3/6/2014,0
128-24-043,3/6/2014,0
128-24-044,3/6/2014,0
128-24-047,3/6/2014,0
128-24-048,3/6/2014,0
128-24-049,3/6/2014,0
128-24-050,3/6/2014,0
128-24-051,3/6/2014,0
128-24-052,3/6/2014,0
128-24-053,3/6/2014,0
128-24-054,3/6/2014,0
128-24-055,3/6/2014,0
128-24-056,3/6/2014,0
128-24-058,3/6/2014,0
128-24-059,3/6/2014,0
128-24-060,3/6/2014,0
128-24-061,3/6/2014,0
128-24-063,3/6/2014,0
128-24-064,3/6/2014,0
128-24-065,3/6/2014,0
128-24-067,3/6/2014,0
128-24-069,3/6/2014,0
128-24-070,3/6/2014,0
128-24-071,3/6/2014,0
128-24-072,3/6/2014,0
128-24-073,3/6/2014,0
128-24-074,3/6/2014,0
128-24-076,3/6/2014,0
128-24-078,3/6/2014,0
128-24-080,3/6/2014,0
128-24-083,3/6/2014,0
128-24-084,3/6/2014,0
128-24-085,3/6/2014,0
128-24-086,3/6/2014,0
128-24-087,3/6/2014,0
128-24-088,3/6/2014,0
128-24-089,3/6/2014,0
128-24-091,3/6/2014,0
128-24-092,3/6/2014,0
128-24-093,3/6/2014,0
128-24-095,3/6/2014,0
128-24-096,3/6/2014,0
128-24-098,3/6/2014,0
128-24-100,3/6/2014,0
128-24-101,3/6/2014,0
128-24-102,3/6/2014,0
128-24-103,3/6/2014,0
128-24-104,3/6/2014,0
128-24-105,3/6/2014,0
128-24-106,3/6/2014,0
128-24-107,3/6/2014,0
128-24-108,3/6/2014,0
128-24-110,3/6/2014,0
128-24-111,3/6/2014,0
128-24-112,3/6/2014,0
128-24-114,3/6/2014,0
128-24-115,3/6/2014,0
128-24-116,3/6/2014,0
128-24-117,3/6/2014,0
128-24-118,3/6/2014,0
128-24-119,3/6/2014,0
128-24-121,3/6/2014,0
128-24-123,3/6/2014,0
128-24-124,3/6/2014,0
128-25-001,3/6/2014,0
128-25-003,3/6/2014,0
128-25-004,3/6/2014,0
128-25-006,3/6/2014,0
128-25-007,3/6/2014,0
128-25-008,3/6/2014,0
128-25-011,3/6/2014,0
128-25-013,3/6/2014,0
128-25-014,3/6/2014,0
128-25-015,3/6/2014,0
128-25-016,3/6/2014,0
128-25-017,3/6/2014,0
128-25-018,3/6/2014,0
128-25-021,3/6/2014,0
128-25-022,3/6/2014,0
128-25-023,3/6/2014,0
128-25-024,3/6/2014,0
128-25-025,3/6/2014,0
128-25-033,3/6/2014,0
128-25-034,3/6/2014,0
128-25-036,3/6/2014,0
128-25-037,3/6/2014,0
128-25-039,3/6/2014,0
128-25-040,3/6/2014,0
128-25-041,3/6/2014,0
128-25-042,3/6/2014,0
128-25-043,3/6/2014,0
128-25-044,3/6/2014,0
128-25-045,3/6/2014,0
128-25-046,3/6/2014,0
128-25-047,3/6/2014,0
128-25-048,3/6/2014,0
128-25-049,3/6/2014,0
128-25-051,3/6/2014,0
128-25-054,3/6/2014,0
128-25-055,3/6/2014,0
128-25-057,3/6/2014,0
128-25-058,3/6/2014,0
128-25-059,3/6/2014,0
128-25-060,3/6/2014,0
128-25-062,3/6/2014,0
128-25-064,3/6/2014,0
128-25-065,3/6/2014,0
128-25-066,3/6/2014,0
128-25-067,3/6/2014,0
128-25-068,3/6/2014,0
128-25-070,3/6/2014,0
128-25-073,3/6/2014,0
128-25-074,3/6/2014,0
128-25-075,3/6/2014,0
128-25-077,3/6/2014,0
128-25-081,3/6/2014,0
128-25-082,3/6/2014,0
128-25-085,3/6/2014,0
128-25-086,3/6/2014,0
128-25-087,3/6/2014,0
128-25-088,3/6/2014,0
128-25-092,3/6/2014,0
128-25-093,3/6/2014,0
128-25-094,3/6/2014,0
128-25-095,3/6/2014,0
128-25-096,3/6/2014,0
128-25-097,3/6/2014,0
128-25-098,3/6/2014,0
128-25-099,3/6/2014,0
128-25-100,3/6/2014,0
128-25-101,3/6/2014,0
128-25-102,3/6/2014,0
128-25-103,3/6/2014,0
128-25-104,3/6/2014,0
128-25-105,3/6/2014,0
128-25-106,3/6/2014,0
128-25-107,3/6/2014,0
128-25-109,3/6/2014,0
128-25-111,3/6/2014,0
128-25-112,3/6/2014,0
128-25-113,3/6/2014,0
128-25-114,3/6/2014,0
128-25-115,3/6/2014,0
128-25-116,3/6/2014,0
128-25-117,3/6/2014,0
128-25-119,3/6/2014,0
128-25-120,3/6/2014,0
128-25-122,3/6/2014,0
128-25-123,3/6/2014,0
128-25-124,3/6/2014,0
128-25-125,3/6/2014,0
128-25-126,3/6/2014,0
128-25-127,3/6/2014,0
128-25-128,3/6/2014,0
128-25-129,3/6/2014,0
128-26-001,3/6/2014,0
128-26-002,3/6/2014,0
128-26-003,3/6/2014,0
128-26-004,3/6/2014,0
128-26-005,3/6/2014,0
128-26-007,3/6/2014,0
128-26-008,3/6/2014,0
128-26-009,3/6/2014,0
128-26-010,3/6/2014,0
128-26-011,3/6/2014,0
128-26-012,3/6/2014,0
128-26-013,3/6/2014,0
128-26-014,3/6/2014,0
128-26-015,3/6/2014,0
128-26-016,3/6/2014,0
128-26-017,3/6/2014,0
128-26-018,3/6/2014,0
128-26-019,3/6/2014,0
128-26-020,3/6/2014,0
128-26-021,3/6/2014,0
128-26-022,3/6/2014,0
128-26-023,3/6/2014,0
128-26-026,3/6/2014,0
128-26-027,3/6/2014,0
128-26-029,3/6/2014,0
128-26-030,3/6/2014,0
128-26-036,3/6/2014,0
128-26-038,3/6/2014,0
128-26-039,3/6/2014,0
128-26-040,3/6/2014,0
128-26-041,3/6/2014,0
128-26-042,3/6/2014,0
128-26-043,3/6/2014,0
128-26-044,3/6/2014,0
128-26-046,3/6/2014,0
128-26-047,3/6/2014,0
128-26-050,3/6/2014,0
128-26-051,3/6/2014,0
128-26-052,3/6/2014,0
128-26-053,3/6/2014,0
128-26-056,3/6/2014,0
128-26-058,3/6/2014,0
128-26-059,3/6/2014,0
128-26-060,3/6/2014,0
128-26-061,3/6/2014,0
128-26-062,3/6/2014,0
128-26-063,3/6/2014,0
128-26-066,3/6/2014,0
128-26-067,3/6/2014,0
128-26-068,3/6/2014,0
128-26-069,3/6/2014,0
128-26-070,3/6/2014,0
128-26-071,3/6/2014,0
128-26-074,3/6/2014,0
128-26-075,3/6/2014,0
128-26-076,3/6/2014,0
128-26-077,3/6/2014,0
128-26-078,3/6/2014,0
128-26-079,3/6/2014,0
128-26-080,3/6/2014,0
128-26-083,3/6/2014,0
128-26-084,3/6/2014,0
128-26-085,3/6/2014,0
128-26-086,3/6/2014,0
128-26-087,3/6/2014,0
128-26-088,3/6/2014,0
128-26-089,3/6/2014,0
128-26-091,3/6/2014,0
128-26-092,3/6/2014,0
128-26-093,3/6/2014,0
128-26-094,3/6/2014,0
128-26-095,3/6/2014,0
128-26-096,3/6/2014,0
128-26-097,3/6/2014,0
128-26-098,3/6/2014,0
128-26-099,3/6/2014,0
128-26-100,3/6/2014,0
128-26-101,3/6/2014,0
128-26-102,3/6/2014,0
128-26-103,3/6/2014,0
128-26-104,3/6/2014,0
128-26-105,3/6/2014,0
128-26-106,3/6/2014,0
128-26-107,3/6/2014,0
128-26-108,3/6/2014,0
128-26-110,3/6/2014,0
128-26-111,3/6/2014,0
128-26-112,3/6/2014,0
128-26-113,3/6/2014,0
128-26-114,3/6/2014,0
128-26-115,3/6/2014,0
128-26-116,3/6/2014,0
128-26-117,3/6/2014,0
128-26-118,3/6/2014,0
128-26-119,3/6/2014,0
128-26-120,3/6/2014,0
128-26-122,3/6/2014,0
128-26-124,3/6/2014,0
128-26-125,3/6/2014,0
128-26-126,3/6/2014,0
128-26-127,3/6/2014,0
128-26-128,3/6/2014,0
128-26-129,3/6/2014,0
128-27-002,3/6/2014,0
128-27-003,3/6/2014,0
128-27-004,3/6/2014,0
128-27-005,3/6/2014,0
128-27-006,3/6/2014,0
128-27-008,3/6/2014,0
128-27-009,3/6/2014,0
128-27-010,3/6/2014,0
128-27-013,3/6/2014,0
128-27-014,3/6/2014,0
128-27-015,3/6/2014,0
128-27-016,3/6/2014,0
128-27-017,3/6/2014,0
128-27-018,3/6/2014,0
128-27-026,3/6/2014,0
128-27-027,3/6/2014,0
128-27-033,3/6/2014,0
128-27-034,3/6/2014,0
128-27-036,3/6/2014,0
128-27-037,3/6/2014,0
128-27-038,3/6/2014,0
128-27-041,3/6/2014,0
128-27-042,3/6/2014,0
128-27-045,3/6/2014,0
128-27-048,3/6/2014,0
128-27-049,3/6/2014,0
128-27-050,3/6/2014,0
128-27-051,3/6/2014,0
128-27-052,3/6/2014,0
128-27-053,3/6/2014,0
128-27-054,3/6/2014,0
128-27-056,3/6/2014,0
128-27-058,3/6/2014,0
128-27-059,3/6/2014,0
128-27-060,3/6/2014,0
128-27-061,3/6/2014,0
128-27-063,3/6/2014,0
128-27-064,3/6/2014,0
128-27-065,3/6/2014,0
128-27-066,3/6/2014,0
128-27-068,3/6/2014,0
128-27-070,3/6/2014,0
128-27-072,3/6/2014,0
128-27-073,3/6/2014,0
128-27-074,3/6/2014,0
128-27-082,3/6/2014,0
128-27-084,3/6/2014,0
128-27-086,3/6/2014,0
128-27-088,3/6/2014,0
128-27-089,3/6/2014,0
128-27-092,3/6/2014,0
128-27-094,3/6/2014,0
128-28-001,3/6/2014,0
128-28-002,3/6/2014,0
128-28-003,3/6/2014,0
128-28-004,3/6/2014,0
128-28-005,3/6/2014,0
128-28-006,3/6/2014,0
128-28-007,3/6/2014,0
128-28-008,3/6/2014,0
128-28-009,3/6/2014,0
128-28-010,3/6/2014,0
128-28-011,3/6/2014,0
128-28-012,3/6/2014,0
128-28-013,3/6/2014,0
128-28-017,3/6/2014,0
128-28-051,3/6/2014,0
128-28-052,3/6/2014,0
128-28-053,3/6/2014,0
128-28-054,3/6/2014,0
128-28-057,3/6/2014,0
128-28-059,3/6/2014,0
128-28-063,3/6/2014,0
128-28-064,3/6/2014,0
128-28-065,3/6/2014,0
128-28-066,3/6/2014,0
128-28-067,3/6/2014,0
128-28-068,3/6/2014,0
128-28-071,3/6/2014,0
128-28-073,3/6/2014,0
128-28-074,3/6/2014,0
128-28-075,3/6/2014,0
128-28-076,3/6/2014,0
128-28-078,3/6/2014,0
128-28-079,3/6/2014,0
128-28-081,3/6/2014,0
128-28-082,3/6/2014,0
128-28-083,3/6/2014,0
128-28-084,3/6/2014,0
128-28-085,3/6/2014,0
128-28-088,3/6/2014,0
128-28-089,3/6/2014,0
128-28-090,3/6/2014,0
128-28-091,3/6/2014,0
128-28-092,3/6/2014,0
128-28-093,3/6/2014,0
128-28-094,3/6/2014,0
128-28-095,3/6/2014,0
128-28-097,3/6/2014,0
128-28-098,3/6/2014,0
128-28-102,3/6/2014,0
128-29-002,3/6/2014,0
128-29-003,3/6/2014,0
128-29-005,3/6/2014,0
128-29-008,3/6/2014,0
128-29-009,3/6/2014,0
128-29-010,3/6/2014,0
128-29-012,3/6/2014,0
128-29-013,3/6/2014,0
128-29-014,3/6/2014,0
128-29-019,3/6/2014,0
128-29-020,3/6/2014,0
128-29-021,3/6/2014,0
128-29-022,3/6/2014,0
128-29-023,3/6/2014,0
128-29-058,3/6/2014,0
128-25-032,3/6/2014,0
129-18-086,3/6/2014,0
129-18-087,3/6/2014,0
128-05-013,3/6/2014,0
128-05-014,3/6/2014,0
128-05-015,3/6/2014,0
128-05-016,3/6/2014,0
128-05-017,3/6/2014,0
128-05-018,3/6/2014,0
128-05-045,3/6/2014,0
128-06-074,3/6/2014,0
128-06-075,3/6/2014,0
128-19-095,3/6/2014,0
128-24-122,3/6/2014,0
128-25-030,3/6/2014,0
128-25-031,3/6/2014,0
128-28-060,3/6/2014,0
128-12-020,3/6/2014,0
128-28-015,3/6/2014,0
129-18-014,3/6/2014,0
129-18-025,3/6/2014,0
129-18-027,3/6/2014,0
129-18-033,3/6/2014,0
129-18-034,3/6/2014,0
129-18-035,3/6/2014,0
129-18-036,3/6/2014,0
129-18-039,3/6/2014,0
129-18-042,3/6/2014,0
129-18-046,3/6/2014,0
129-18-051,3/6/2014,0
129-18-053,3/6/2014,0
129-18-055,3/6/2014,0
129-18-057,3/6/2014,0
129-18-059,3/6/2014,0
129-18-073,3/6/2014,0
129-18-074,3/6/2014,0
129-18-099,3/6/2014,0
129-18-112,3/6/2014,0
129-18-140,3/6/2014,0
129-18-141,3/6/2014,0
129-18-142,3/6/2014,0
129-19-032,3/6/2014,0
129-19-040,3/6/2014,0
129-19-041,3/6/2014,0
129-19-045,3/6/2014,0
129-19-058,3/6/2014,0
129-19-068,3/6/2014,0
129-19-074,3/6/2014,0
129-19-082,3/6/2014,0
129-19-093,3/6/2014,0
129-19-094,3/6/2014,0
129-22-104,3/6/2014,0
129-22-107,3/6/2014,0
129-22-111,3/6/2014,0
129-22-119,3/6/2014,0
129-22-121,3/6/2014,0
129-22-124,3/6/2014,0
129-22-125,3/6/2014,0
129-22-126,3/6/2014,0
129-22-128,3/6/2014,0
129-22-129,3/6/2014,0
129-22-135,3/6/2014,0
129-23-003,3/6/2014,0
129-23-011,3/6/2014,0
129-23-015,3/6/2014,0
129-23-017,3/6/2014,0
129-23-020,3/6/2014,0
129-23-022,3/6/2014,0
129-23-138,3/6/2014,0
129-23-147,3/6/2014,0
129-23-154,3/6/2014,0
129-23-161,3/6/2014,0
129-23-165,3/6/2014,0
129-23-166,3/6/2014,0
129-23-167,3/6/2014,0
129-23-168,3/6/2014,0
129-23-169,3/6/2014,0
128-10-005,3/6/2014,0
128-10-012,3/6/2014,0
128-10-014,3/6/2014,0
128-10-016,3/6/2014,0
128-10-017,3/6/2014,0
128-10-018,3/6/2014,0
128-10-021,3/6/2014,0
128-10-022,3/6/2014,0
128-10-027,3/6/2014,0
128-10-032,3/6/2014,0
128-10-040,3/6/2014,0
128-10-043,3/6/2014,0
128-10-047,3/6/2014,0
128-10-048,3/6/2014,0
128-11-003,3/6/2014,0
128-11-005,3/6/2014,0
128-11-012,3/6/2014,0
128-11-013,3/6/2014,0
128-11-014,3/6/2014,0
128-11-017,3/6/2014,0
128-11-033,3/6/2014,0
128-11-034,3/6/2014,0
128-11-037,3/6/2014,0
128-11-040,3/6/2014,0
128-11-045,3/6/2014,0
128-11-047,3/6/2014,0
128-11-051,3/6/2014,0
128-11-052,3/6/2014,0
128-11-054,3/6/2014,0
128-11-055,3/6/2014,0
128-11-059,3/6/2014,0
128-11-063,3/6/2014,0
128-11-064,3/6/2014,0
128-11-065,3/6/2014,0
128-12-006,3/6/2014,0
128-12-012,3/6/2014,0
128-12-013,3/6/2014,0
128-12-014,3/6/2014,0
128-12-015,3/6/2014,0
128-12-016,3/6/2014,0
128-12-018,3/6/2014,0
128-12-019,3/6/2014,0
128-12-021,3/6/2014,0
128-12-022,3/6/2014,0
128-12-023,3/6/2014,0
128-12-033,3/6/2014,0
128-12-043,3/6/2014,0
128-12-045,3/6/2014,0
128-12-048,3/6/2014,0
128-12-050,3/6/2014,0
128-12-059,3/6/2014,0
128-12-063,3/6/2014,0
128-12-066,3/6/2014,0
128-12-073,3/6/2014,0
128-12-079,3/6/2014,0
128-12-081,3/6/2014,0
128-12-085,3/6/2014,0
128-12-086,3/6/2014,0
128-12-089,3/6/2014,0
128-12-090,3/6/2014,0
128-12-091,3/6/2014,0
128-12-102,3/6/2014,0
128-12-103,3/6/2014,0
128-12-104,3/6/2014,0
128-12-105,3/6/2014,0
128-12-107,3/6/2014,0
128-12-113,3/6/2014,0
128-12-114,3/6/2014,0
128-12-117,3/6/2014,0
128-12-119,3/6/2014,0
128-12-124,3/6/2014,0
128-13-002,3/6/2014,0
128-13-003,3/6/2014,0
128-13-005,3/6/2014,0
128-13-006,3/6/2014,0
128-13-009,3/6/2014,0
128-13-011,3/6/2014,0
128-13-012,3/6/2014,0
128-13-013,3/6/2014,0
128-13-014,3/6/2014,0
128-13-015,3/6/2014,0
128-13-017,3/6/2014,0
128-13-019,3/6/2014,0
128-13-026,3/6/2014,0
128-13-037,3/6/2014,0
128-13-038,3/6/2014,0
128-13-043,3/6/2014,0
128-13-045,3/6/2014,0
128-13-046,3/6/2014,0
128-13-047,3/6/2014,0
128-13-051,3/6/2014,0
128-13-054,3/6/2014,0
128-13-055,3/6/2014,0
128-13-063,3/6/2014,0
128-13-068,3/6/2014,0
128-13-079,3/6/2014,0
128-13-080,3/6/2014,0
128-13-085,3/6/2014,0
128-13-095,3/6/2014,0
128-13-103,3/6/2014,0
128-13-104,3/6/2014,0
128-13-107,3/6/2014,0
128-13-123,3/6/2014,0
128-13-131,3/6/2014,0
128-13-134,3/6/2014,0
128-13-136,3/6/2014,0
128-13-138,3/6/2014,0
128-13-144,3/6/2014,0
128-13-147,3/6/2014,0
128-13-157,3/6/2014,0
